Adresa;Adresa interní;Městská část;GPS lat;GPS lon;vyska;Typ zdroje;Systém;Popis
Vychodilova 8;VS Vychodilova 8;Žabovřesky;49.2193825;16.5734922;239.1;HV;VsVy8STR;Strojovna Vychodilova 8
Vychodilova 8;VS Vychodilova 8;Žabovřesky;49.2193825;16.5734922;239.1;HV;VsVyc8MT;Měření Vychodilova 8
Vychodilova 9;VS Vychodilova 9;Žabovřesky;49.2192781;16.5725453;240.8;HV;VsVy9STR;Strojovna Vychodilova 9
Vychodilova 9;VS Vychodilova 9;Žabovřesky;49.2192781;16.5725453;240.8;HV;VsVy9MT;Měření Vychodilova 9
Za Mostem 22;PKK4 Za Mostem 22;Komárov;49.1809903;16.6242056;198.5;PK;K4MosKOT;Za Mostem Kotelna
Za Mostem 22;PKK4 Za Mostem 22;Komárov;49.1809903;16.6242056;198.5;PK;K4MosSTR;Za Mostem Strojovna
Za Mostem 22;PKK4 Za Mostem 22;Komárov;49.1809903;16.6242056;198.5;PK;K4MosMT;Za Mostem Měření
Za Mostem 22;PKK4 Za Mostem 22;Komárov;49.1809903;16.6242056;198.5;PK;MosPS1MT;Z.Mos.6,10,16,20,Scw.4
Za školou 1a;PKK1 Za Školou 1a;Komárov;49.1785222;16.6263639;198.6;PK;K1SkoKOT;Za Školou Kotelna
Za školou 1a;PKK1 Za Školou 1a;Komárov;49.1785222;16.6263639;198.6;PK;K1SkoSTR;Za Školou Strojovna
Za školou 1a;PKK1 Za Školou 1a;Komárov;49.1785222;16.6263639;198.6;PK;K1SkoMT;Za Školou Měření
Za školou 1a;PKK1 Za Školou 1a;Komárov;49.1785222;16.6263639;198.6;PK;SkoPS1MT;Z.Ško.3,9,Scwa.3,9,15,21
Záhřebská 1;VS Záhřebská 19;Žabovřesky;49.2194917;16.5826947;258.8;HV;VZa19STR;Strojovna Záhřebská 19
Záhřebská 1;VS Záhřebská 19;Žabovřesky;49.2194917;16.5826947;258.8;HV;VsZa19MT;Měření Záhřebská 19
Záhřebská 2;VS Záhřebská 29;Žabovřesky;49.2184486;16.5830922;254.8;HV;VZa29STR;Strojovna Záhřebská 29
Záhřebská 2;VS Záhřebská 29;Žabovřesky;49.2184486;16.5830922;254.8;HV;VsZa29MT;Měření Záhřebská 29
Záhřebská 3;VS Záhřebská 39;Žabovřesky;49.2174772;16.5829094;251.3;HV;VZa39STR;Strojovna Záhřebská 39
Záhřebská 3;VS Záhřebská 39;Žabovřesky;49.2174772;16.5829094;251.3;HV;VsZa39MT;Měření Záhřebská 39
Záhřebská 4;VS Záhřebská 43;Žabovřesky;49.2172808;16.5830794;250.7;HV;VZa43STR;Strojovna Záhřebská 43
Záhřebská 4;VS Záhřebská 43;Žabovřesky;49.2172808;16.5830794;250.7;HV;VsZa43MT;Měření Záhřebská 43
Záhřebská 5;VS Záhřebská 5;Žabovřesky;49.2192156;16.5812603;253.6;HV;VsZa5STR;Strojovna Záhřebská 5
Záhřebská 5;VS Záhřebská 5;Žabovřesky;49.2192156;16.5812603;253.6;HV;VsZa5MT;Měření Záhřebská 5
Záhřebská 6;VS Záhřebská 6;Žabovřesky;49.2184342;16.5822739;253.9;HV;VsZa6STR;Strojovna Záhřebská 6
Záhřebská 6;VS Záhřebská 6;Žabovřesky;49.2184342;16.5822739;253.9;HV;VsZa6MT;Měření Záhřebská 6
Záhřebská 7;VS Záhřebská 7;Žabovřesky;49.2194225;16.5810947;254.4;HV;VsZa7STR;Strojovna Záhřebská 7
Záhřebská 7;VS Záhřebská 7;Žabovřesky;49.2194225;16.5810947;254.4;HV;VsZa7MT;Měření Záhřebská 7
Záhřebská 8;VS Záhřebská 8;Žabovřesky;49.2181797;16.5824928;253.3;HV;VsZa8STR;Strojovna Záhřebská 8
Záhřebská 8;VS Záhřebská 8;Žabovřesky;49.2181797;16.5824928;253.3;HV;VsZa8MT;Měření Záhřebská 8
Záhřebská 9;VS Záhřebská 9;Žabovřesky;49.2196175;16.5809272;255.3;HV;VsZa9STR;Strojovna Záhřebská 9
Záhřebská 9;VS Záhřebská 9;Žabovřesky;49.2196175;16.5809272;255.3;HV;VsZa9MT;Měření Záhřebská 9
Zámečnická 2;VS Zámečnická 2;Střed;49.1945964;16.6076764;223.8;HV;Zam_2STR;Stroj. Zamecnická 2
Zborovská 35;VS Zborovská 35;Žabovřesky;49.2126378;16.5837997;242.9;HV;VsZ35STR;Strojovna Zborovská 35
Zborovská 35;VS Zborovská 35;Žabovřesky;49.2126378;16.5837997;242.9;HV;VsZ35MT;Měření Zborovská 35
Zborovská 37;VS Zborovská 37;Žabovřesky;49.2127839;16.5836067;242.2;HV;VsZ37STR;Strojovna Zborovská 37
Zborovská 37;VS Zborovská 37;Žabovřesky;49.2127839;16.5836067;242.2;HV;VsZ37MT;Měření Zborovská 37
Zborovská 39;VS Zborovská 39;Žabovřesky;49.2129511;16.5831197;240.1;HV;VsZ39STR;Strojovna Zborovská 39
Zborovská 39;VS Zborovská 39;Žabovřesky;49.2129511;16.5831197;240.1;HV;VsZ39MT;Měření Zborovská 39
Zborovská 41;VS Zborovská 41;Žabovřesky;49.2131144;16.5826369;238.7;HV;VsZ41STR;Strojovna Zborovská 41
Zborovská 41;VS Zborovská 41;Žabovřesky;49.2131144;16.5826369;238.7;HV;VsZ41MT;Měření Zborovská 41
Zborovská 43;VS Zborovs.43 POS2;Žabovřesky;49.2134775;16.5816981;235.5;HV;VsZ43STR;Strojovna Zborovská 43
Zborovská 43;VS Zborovs.43 POS2;Žabovřesky;49.2134775;16.5816981;235.5;HV;VsZ43MT;Měření Zborovská 43
Zelný trh 15;VS Zelný trh 15;Střed;49.1926292;16.6083219;226.8;HV;ZeT15STR;Stroj. Zelný trh 15
Zikova 34;VS3 Zikova 34;Líšeň;49.2079081;16.6767375;311.6;HV;VS3ZiKOT;Kotle VS3 Zikova
Zikova 34;VS3 Zikova 34;Líšeň;49.2079081;16.6767375;311.6;HV;VS3ZiSTR;Stroj. VS3 Zikova
Zikova 34;VS3 Zikova 34;Líšeň;49.2079081;16.6767375;311.6;HV;VS3ZiPS1;PDS Elplova 2,4,6,8
Zikova 34;VS3 Zikova 34;Líšeň;49.2079081;16.6767375;311.6;HV;VS3ZiPS2;PDS Elplova 10,12,14,16
Zikova 34;VS3 Zikova 34;Líšeň;49.2079081;16.6767375;311.6;HV;VS3ZiPS3;PDS Elplova 18.20.22.24
Zikova 34;VS3 Zikova 34;Líšeň;49.2079081;16.6767375;311.6;HV;VS3ZiPS4;PDS Elplova 26,28,30
Zikova 34;VS3 Zikova 34;Líšeň;49.2079081;16.6767375;311.6;HV;VS3ZiPS5;PDS Zikova 28,30,32
Zikova 34;VS3 Zikova 34;Líšeň;49.2079081;16.6767375;311.6;HV;ZiPS1MT;Měření Elplova 2,4,6,8
Zikova 34;VS3 Zikova 34;Líšeň;49.2079081;16.6767375;311.6;HV;ZiPS2MT;Měření Elpl. 10,12,14,16
Zikova 34;VS3 Zikova 34;Líšeň;49.2079081;16.6767375;311.6;HV;ZiPS3MT;Měření Elpl. 18.20.22.24
Zikova 34;VS3 Zikova 34;Líšeň;49.2079081;16.6767375;311.6;HV;ZiPS4MT;Měření Elpl. 26,28,30
Zikova 34;VS3 Zikova 34;Líšeň;49.2079081;16.6767375;311.6;HV;ZiPS5MT;Měření Zikova 28
Zlínská 19;PK5 Zlínská;Slatina;49.1782625;16.6875500;260.7;PK;PK5ZlKOT;PK5 Zlínská kotle
Zlínská 19;PK5 Zlínská;Slatina;49.1782625;16.6875500;260.7;PK;PK5ZlSTR;PK5 Zlínská strojovna
Žitná 11a;PKKR2 Žitná 11a;Řečkovice;49.2384461;16.5883047;239.0;PK;K2ZitKOT;Kotle KR2 Žitná
Žitná 11a;PKKR2 Žitná 11a;Řečkovice;49.2384461;16.5883047;239.0;PK;K2ZitSTR;Strojovna KR2 Žitná
Botanická 27;VS Botanická 27;Ponava;49.2071778;16.5994594;230.0;HV;VSB27STR;Výměník VS Botanická 27
Ečerova 1a;KB6 Ečerova;Bystrc;49.2194819;16.5087936;307.9;HV/PK;Bystrc\Ečerova_1a;?
Foltýnova 19a;PKKB9 Foltýnov.19a;Bystrc;49.2153503;16.5061939;311.4;PK;KB9FoKOT;Kotle KB9 Foltýnova
Foltýnova 19a;PKKB9 Foltýnov.19a;Bystrc;49.2153503;16.5061939;311.4;PK;KB9FoSTR;Strojovna KB9 Foltýnova
Foltýnova 19a;PKKB9 Foltýnov.19a;Bystrc;49.2153503;16.5061939;311.4;PK;KB9FoMT;Měření KB9 Foltýnova
Foltýnova 23a;PKKB8 Foltýnov.23a;Bystrc;49.2167489;16.5075403;304.8;PK;KB8FoKOT;Kotle KB8 Foltýnova
Foltýnova 23a;PKKB8 Foltýnov.23a;Bystrc;49.2167489;16.5075403;304.8;PK;KB8FoSTR;Strojovna KB8 Foltýnova
Foltýnova 23a;PKKB8 Foltýnov.23a;Bystrc;49.2167489;16.5075403;304.8;PK;KB8Fo_MT;Měření Foltýnova lichá
Koniklecová 3a;VS4 Koniklecova 3a;Kamenný Vrch;49.1780958;16.5531914;322.5;HV;VS4KoKOT;Výměníky VS4 Koniklecova
Koniklecová 3a;VS4 Koniklecova 3a;Kamenný Vrch;49.1780958;16.5531914;322.5;HV;VS4KoMT;Měření VS4 Koniklecova
Kuršova 36;PKKB10 Kuršova 36;Bystrc;49.2168628;16.5039167;321.2;PK;K10KuKOT;Kotle KB10 Kuršova
Kuršova 36;PKKB10 Kuršova 36;Bystrc;49.2168628;16.5039167;321.2;PK;K10KuSTR;Strojovna KB10 Kuršova
Kuršova 36;PKKB10 Kuršova 36;Bystrc;49.2168628;16.5039167;321.2;PK;K10KuMT;Měření KB10 Kuršova
Lýskova 2;Lýskova 2;Bystrc;49.2188933;16.5053308;312.7;HV;Bystrc\Lýskova_2;?
Nové Sady 17-25;VS Champion Nové Sady;Staré Brno;49.188935;16.607938;201.8;HV;VSChaSTR;Strojovna VS Champion
Oblá 12a;VS6 Oblá 12a;Kamenný Vrch;49.1762483;16.5602825;297.8;HV;VS6ObKOT;Výměníky VS6 Oblá
Oblá 12a;VS6 Oblá 12a;Kamenný Vrch;49.1762483;16.5602825;297.8;HV;VS6ObMT;Měření VS6 Oblá
Oblá 12a;VS6 Oblá 12a;Kamenný Vrch;49.1762483;16.5602825;297.8;HV;VS6ObPS1;PDS Oblá 1,2,3,4,5,6
Oblá 12a;VS6 Oblá 12a;Kamenný Vrch;49.1762483;16.5602825;297.8;HV;VS6ObPS2;PDS Oblá 11,12,14,17
Oblá 12a;VS6 Oblá 12a;Kamenný Vrch;49.1762483;16.5602825;297.8;HV;VS6ObPS3;PDS Oblá 23,29
Oblá 12a;VS6 Oblá 12a;Kamenný Vrch;49.1762483;16.5602825;297.8;HV;ObPS1MT;Měření Oblá 1,2,3,4,5,6
Oblá 12a;VS6 Oblá 12a;Kamenný Vrch;49.1762483;16.5602825;297.8;HV;ObPS2MT;Měření Oblá 11,12,14,17
Oblá 12a;VS6 Oblá 12a;Kamenný Vrch;49.1762483;16.5602825;297.8;HV;ObPS3MT;Měření PDS Oblá 23,29
Oblá 18;VS Oblá 18 ;Kamenný Vrch;49.1758578;16.5582444;296.9;HV;Obl18STR;Strojovna Oblá 18
Oblá 18;VS Oblá 18 ;Kamenný Vrch;49.1758578;16.5582444;296.9;HV;Obl18MT;Měření Oblá 18
Oblá 22;VS Oblá 22 [20-26];Kamenný Vrch;49.1762472;16.5571917;300.0;HV;Obl22STR;Strojovna Oblá 22
Oblá 22;VS Oblá 22 [20-26];Kamenný Vrch;49.1762472;16.5571917;300.0;HV;Obl22MT;Měření Oblá 22
Oblá 32;VS Oblá 32 [28-34];Kamenný Vrch;49.1765492;16.5557481;299.8;HV;Obl32STR;Strojovna Oblá 32
Oblá 32;VS Oblá 32 [28-34];Kamenný Vrch;49.1765492;16.5557481;299.8;HV;Obl32MT;Měření Oblá 32
Oblá 33;VS Oblá 33 ;Kamenný Vrch;49.1748011;16.5601297;290.8;HV;Obl33STR;Strojovna Oblá 33
Oblá 33;VS Oblá 33 ;Kamenný Vrch;49.1748011;16.5601297;290.8;HV;Obl33MT;Měření Oblá 33
Oblá 35;VS Oblá 35 ;Kamenný Vrch;49.1745183;16.5602631;288.9;HV;Obl35STR;Strojovna Oblá 35
Oblá 35;VS Oblá 35 ;Kamenný Vrch;49.1745183;16.5602631;288.9;HV;Obl35MT;Měření Oblá 35
Oblá 38;VS Oblá 38 [36-42];Kamenný Vrch;49.1767811;16.5548600;300.3;HV;Obl38STR;Strojovna Oblá 38
Oblá 38;VS Oblá 38 [36-42];Kamenný Vrch;49.1767811;16.5548600;300.3;HV;Obl38MT;Měření Oblá 38
Oblá 39;VS Oblá 39 ;Kamenný Vrch;49.1748217;16.5585083;286.2;HV;Obl39STR;Strojovna Oblá 39
Oblá 39;VS Oblá 39 ;Kamenný Vrch;49.1748217;16.5585083;286.2;HV;Obl39MT;Měření Oblá 39
Oblá 41;VS Oblá 41 ;Kamenný Vrch;49.1750128;16.5584461;288.0;HV;Obl41STR;Strojovna Oblá 41
Oblá 41;VS Oblá 41 ;Kamenný Vrch;49.1750128;16.5584461;288.0;HV;Obl41MT;Měření Oblá 41
Oblá 45;VS Oblá 45 [43-49];Kamenný Vrch;49.1757558;16.5571783;295.0;HV;Obl45STR;Strojovna Oblá 45
Oblá 45;VS Oblá 45 [43-49];Kamenný Vrch;49.1757558;16.5571783;295.0;HV;Obl45MT;Měření Oblá 45
Oblá 48;VS Oblá 48 [44-50];Kamenný Vrch;49.1769728;16.5531736;300.5;HV;Obl48STR;Strojovna Oblá 48
Oblá 48;VS Oblá 48 [44-50];Kamenný Vrch;49.1769728;16.5531736;300.5;HV;Obl48MT;Měření Oblá 48
Oblá 51;VS Oblá 51 ;Kamenný Vrch;49.1755039;16.5571092;291.9;HV;Obl51STR;Strojovna Oblá 51
Oblá 51;VS Oblá 51 ;Kamenný Vrch;49.1755039;16.5571092;291.9;HV;Obl51MT;Měření Oblá 51
Oblá 52;VS Oblá 52 VS2 ;Kamenný Vrch;49.1772853;16.5530389;306.1;HV;Obl52STR;Strojovna Oblá 52
Oblá 52;VS Oblá 52 VS2 ;Kamenný Vrch;49.1772853;16.5530389;306.1;HV;Obl52MT;Měření Oblá 52
Oblá 54;VS Oblá 54;Kamenný Vrch;49.1770442;16.5509100;302.6;HV;Obl54STR;Strojovna Oblá 54
Oblá 54;VS Oblá 54;Kamenný Vrch;49.1770442;16.5509100;302.6;HV;Obl54MT;Měření Oblá 54
Oblá 54a;VS Oblá 54a ;Kamenný Vrch;49.1771492;16.5514631;305.3;HV;Ob54aSTR;Strojovna VS Oblá 54a
Oblá 54a;VS Oblá 54a ;Kamenný Vrch;49.1771492;16.5514631;305.3;HV;Ob54aMT;Měření VS Oblá 54a
Oblá 56;VS Oblá 56;Kamenný Vrch;49.1773711;16.5509592;303.7;HV;Obl56STR;Strojovna Oblá 56
Oblá 56;VS Oblá 56;Kamenný Vrch;49.1773711;16.5509592;303.7;HV;Obl56MT;Měření Oblá 56
Oblá 57;VS Oblá 57 [53-59];Kamenný Vrch;49.1761100;16.5557664;294.7;HV;Obl57STR;Strojovna Oblá 57
Oblá 57;VS Oblá 57 [53-59];Kamenný Vrch;49.1761100;16.5557664;294.7;HV;Obl57MT;Měření Oblá 57
Oblá 63;VS Oblá 63 [61-67];Kamenný Vrch;49.1763483;16.5548181;294.5;HV;Obl63STR;Strojovna Oblá 63
Oblá 63;VS Oblá 63 [61-67];Kamenný Vrch;49.1763483;16.5548181;294.5;HV;Obl63MT;Měření Oblá 63
Oblá 73;VS Oblá 73 [69-75];Kamenný Vrch;49.1765200;16.5532647;294.8;HV;Obl73STR;Strojovna Oblá 73
Oblá 73;VS Oblá 73 [69-75];Kamenný Vrch;49.1765200;16.5532647;294.8;HV;Obl73MT;Měření Oblá 73
Oblá 75a;VS Oblá 75a ;Kamenný Vrch;49.1762411;16.5531606;291.0;HV;Ob75aSTR;Strojovna Oblá 75a
Oblá 75a;VS Oblá 75a ;Kamenný Vrch;49.1762411;16.5531606;291.0;HV;Ob75aMT;Měření Oblá 75a
Oblá 77;VS Oblá 77;Kamenný Vrch;49.1764328;16.5521944;294.2;HV;Obl77STR;Strojovna Oblá 77
Oblá 77;VS Oblá 77;Kamenný Vrch;49.1764328;16.5521944;294.2;HV;Obl77MT;Měření Oblá 77
Oblá 79;VS Oblá 79;Kamenný Vrch;49.1761442;16.5520739;291.5;HV;Obl79STR;Strojovna Oblá 79
Oblá 79;VS Oblá 79;Kamenný Vrch;49.1761442;16.5520739;291.5;HV;Obl79MT;Měření Oblá 79
Oblá 81;VS Oblá 81;Kamenný Vrch;49.1764667;16.5509811;294.5;HV;Obl81STR;Strojovna Oblá 81
Oblá 81;VS Oblá 81;Kamenný Vrch;49.1764667;16.5509811;294.5;HV;Obl81MT;Měření Oblá 81
Oblá 83;VS Oblá 83;Kamenný Vrch;49.1767386;16.5508936;299.4;HV;Obl83STR;Strojovna Oblá 83
Oblá 83;VS Oblá 83;Kamenný Vrch;49.1767386;16.5508936;299.4;HV;Obl83MT;Měření Oblá 83
Rerychova 22;PKKZ1 Rerychova 22;Bystrc;49.2159914;16.5052114;317.3;PK;KZ1ReKOT;Kotle KZ1 Rerychova
Rerychova 22;PKKZ1 Rerychova 22;Bystrc;49.2159914;16.5052114;317.3;PK;KZ1ReSTR;Strojovna KZ1 Rerychova
Slunečná 10;VS Slun.10+Plachty;Kamenný Vrch;49.1796044;16.5478036;299.0;HV;Slu10STR;Str. VS Slun.10+Plachty
Slunečná 10;VS Slun.10+Plachty;Kamenný Vrch;49.1796044;16.5478036;299.0;HV;Slu10MT;Měř. VS Slun.10+Plachty
Slunečná 2;VS Slunečná 2 ;Kamenný Vrch;49.1778739;16.5475042;287.6;HV;Slun2STR;Strojovna Slunečná 2
Slunečná 2;VS Slunečná 2 ;Kamenný Vrch;49.1778739;16.5475042;287.6;HV;Slun2MT;Měření Slunečná 2
Slunečná 4;VS Slunečná 4 ;Kamenný Vrch;49.1781997;16.5473544;289.6;HV;Slun4STR;Strojovna Slunečná 4
Slunečná 4;VS Slunečná 4 ;Kamenný Vrch;49.1781997;16.5473544;289.6;HV;Slun4MT;Měření Slunečná 4
Slunečná 6;VS Slunečná 6 ;Kamenný Vrch;49.1788547;16.5476228;292.7;HV;Slun6STR;Strojovna Slunečná 6
Slunečná 6;VS Slunečná 6 ;Kamenný Vrch;49.1788547;16.5476228;292.7;HV;Slun6MT;Měření Slunečná 6
Slunečná 8;VS Slunečná 8 ;Kamenný Vrch;49.1791936;16.5477761;294.7;HV;Slun8STR;Strojovna Slunečná 8
Slunečná 8;VS Slunečná 8 ;Kamenný Vrch;49.1791936;16.5477761;294.7;HV;Slun8MT;Měření Slunečná 8
Svážná 1;VS Svážná 1 ;Kamenný Vrch;49.1743331;16.5572144;277.5;HV;Svaz1STR;Strojovna Svážná 1
Svážná 1;VS Svážná 1 ;Kamenný Vrch;49.1743331;16.5572144;277.5;HV;Svaz1MT;Měření Svážná 1
Svážná 29;VS Svážná 29;Kamenný Vrch;49.1749261;16.5519461;272.9;HV;Sva29STR;Strojovna Svážná 29
Svážná 29;VS Svážná 29;Kamenný Vrch;49.1749261;16.5519461;272.9;HV;Sva29MT;Měření Svážná 29
Svážná 3;VS Svážná 3 ;Kamenný Vrch;49.1746664;16.5564075;278.1;HV;Svaz3STR;Strojovna Svážná 3
Svážná 3;VS Svážná 3 ;Kamenný Vrch;49.1746664;16.5564075;278.1;HV;Svaz3MT;Měření Svážná 3
Svážná 4;VS Svážná 4[2-8];Kamenný Vrch;49.1749708;16.5572078;284.1;HV;Svaz4STR;Strojovna Svážná 4
Svážná 4;VS Svážná 4[2-8];Kamenný Vrch;49.1749708;16.5572078;284.1;HV;Svaz4MT;Měření Svážná 4
Svážná 5;VS Svážná 5 ;Kamenný Vrch;49.1745375;16.5554494;274.8;HV;Svaz5STR;Strojovna Svážná 5
Svážná 5;VS Svážná 5 ;Kamenný Vrch;49.1745375;16.5554494;274.8;HV;Svaz5MT;Měření Svážná 5
Svážná 7;VS Svážná 7 ;Kamenný Vrch;49.1748278;16.5553164;277.6;HV;Svaz7STR;Strojovna Svážná 7
Svážná 7;VS Svážná 7 ;Kamenný Vrch;49.1748278;16.5553164;277.6;HV;Svaz7MT;Měření Svážná 7
Svážná 9a;VS Svážná 9a VS1 ;Kamenný Vrch;49.1752347;16.5543425;280.0;HV;Sva9aSTR;Strojovna Svážná 9a
Svážná 9a;VS Svážná 9a VS1 ;Kamenný Vrch;49.1752347;16.5543425;280.0;HV;Sva9aMT;Měření Svážná 9a
Svážná13;VS Svážná13[11-17];Kamenný Vrch;49.1752669;16.5535308;280.9;HV;Sva13STR;Strojovna Svážná 13
Svážná13;VS Svážná13[11-17];Kamenný Vrch;49.1752669;16.5535308;280.9;HV;Sva13MT;Měření Svážná 13
Svážná14;VS Svážná14[10-16];Kamenný Vrch;49.1753253;16.5557628;284.3;HV;Sva14STR;Strojovna Svážná 14
Svážná14;VS Svážná14[10-16];Kamenný Vrch;49.1753253;16.5557628;284.3;HV;Sva14MT;Měření Svážná 14
Svážná20;VS Svážná20[18-24];Kamenný Vrch;49.1755478;16.5548347;284.6;HV;Sva20STR;Strojovna Svážná 20
Svážná20;VS Svážná20[18-24];Kamenný Vrch;49.1755478;16.5548347;284.6;HV;Sva20MT;Měření Svážná 20
Svážná21;VS Svážná21[19-25];Kamenný Vrch;49.1755222;16.5520128;282.9;HV;Sva21STR;Strojovna Svážná 21
Svážná21;VS Svážná21[19-25];Kamenný Vrch;49.1755222;16.5520128;282.9;HV;Sva21MT;Měření Svážná 21
Svážná30;VS Svážná30[26-32];Kamenný Vrch;49.1757200;16.5532575;286.0;HV;Sva30STR;Strojovna Svážná 30
Svážná30;VS Svážná30[26-32];Kamenný Vrch;49.1757200;16.5532575;286.0;HV;Sva30MT;Měření Svážná 30
Špitálka 6;Špitálka 6 - kulturní dům;Střed;49.1959825;16.6232186;201.4;HV;Špitálka\Kulturní_sál;?
Vejrostova 5a;KB7 Vejrostova;Bystrc;49.2202689;16.5082306;315.7;HV/PK;Bystrc\Vejrostova_5a;?
